id,REG_YYMM,CARD_SIDO_NM,STD_CLSS_NM,AMT
839,202007,경북,수산물 소매업,922518415.0
840,202007,경북,슈퍼마켓,57714813201.0
841,202007,경북,스포츠 및 레크레이션 용품 임대업,4742555695.0
842,202007,경북,여관업,371375093.0
843,202007,경북,여행사업,52834553.0
844,202007,경북,욕탕업,362930549.0
845,202007,경북,육류 소매업,11812048932.0
846,202007,경북,일반유흥 주점업,1401256116.0
847,202007,경북,일식 음식점업,1233622905.0
848,202007,경북,자동차 임대업,9295859.0
849,202007,경북,전시 및 행사 대행업,57169416.0
850,202007,경북,정기 항공 운송업,0.0
851,202007,경북,중식 음식점업,2365293924.0
852,202007,경북,차량용 가스 충전업,2538748663.0
853,202007,경북,차량용 주유소 운영업,81752883422.0
854,202007,경북,체인화 편의점,23324429955.0
855,202007,경북,택시 운송업,3061865.0
856,202007,경북,피자 햄버거 샌드위치 및 유사 음식점업,3367426654.0
857,202007,경북,한식 음식점업,54511881230.0
858,202007,경북,호텔업,99574025.0
859,202007,경북,화장품 및 방향제 소매업,1720340000.0
860,202007,경북,휴양콘도 운영업,47489295.0
615,202004,충남,건강보조식품 소매업,1215992468.0
616,202004,충남,골프장 운영업,3236158599.0
617,202004,충남,과실 및 채소 소매업,3689911489.0
618,202004,충남,관광 민예품 및 선물용품 소매업,69618285.0
619,202004,충남,그외 기타 분류안된 오락관련 서비스업,18667326.0
620,202004,충남,그외 기타 스포츠시설 운영업,10278094.0
621,202004,충남,그외 기타 종합 소매업,3424249033.0
622,202004,충남,기타 대형 종합 소매업,16783038360.0
623,202004,충남,기타 수상오락 서비스업,32399472.0
624,202004,충남,기타 외국식 음식점업,2180077260.0
625,202004,충남,기타 주점업,225938800.0
626,202004,충남,기타음식료품위주종합소매업,18026574115.0
627,202004,충남,내항 여객 운송업,0.0
628,202004,충남,마사지업,37289230.0
629,202004,충남,면세점,0.0
630,202004,충남,버스 운송업,1304446.0
631,202004,충남,비알콜 음료점업,1957328147.0
632,202004,충남,빵 및 과자류 소매업,3078535114.0
633,202004,충남,서양식 음식점업,3308422324.0
634,202004,충남,수산물 소매업,3156615550.0
635,202004,충남,슈퍼마켓,33122427365.0
636,202004,충남,스포츠 및 레크레이션 용품 임대업,5713534567.0
637,202004,충남,여관업,505257283.0
638,202004,충남,여행사업,13224114.0
639,202004,충남,욕탕업,265658777.0
640,202004,충남,육류 소매업,6199271852.0
641,202004,충남,일반유흥 주점업,1110316440.0
642,202004,충남,일식 음식점업,2078909013.0
643,202004,충남,자동차 임대업,15796324.0
644,202004,충남,전시 및 행사 대행업,22569862.0
645,202004,충남,정기 항공 운송업,0.0
646,202004,충남,중식 음식점업,3816935744.0
647,202004,충남,차량용 가스 충전업,1525340650.0
648,202004,충남,차량용 주유소 운영업,55473968371.0
649,202004,충남,체인화 편의점,21246874936.0
650,202004,충남,택시 운송업,0.0
651,202004,충남,피자 햄버거 샌드위치 및 유사 음식점업,3334005551.0
652,202004,충남,한식 음식점업,45538195916.0
653,202004,충남,호텔업,22985092.0
654,202004,충남,화장품 및 방향제 소매업,1513984799.0
655,202004,충남,휴양콘도 운영업,86695851.0
1312,202007,충남,건강보조식품 소매업,1231667174.0
1313,202007,충남,골프장 운영업,2309592426.0
1314,202007,충남,과실 및 채소 소매업,1663994310.0
1315,202007,충남,관광 민예품 및 선물용품 소매업,48368937.0
1316,202007,충남,그외 기타 분류안된 오락관련 서비스업,18724610.0
1317,202007,충남,그외 기타 스포츠시설 운영업,11204347.0
1318,202007,충남,그외 기타 종합 소매업,3313546470.0
1319,202007,충남,기타 대형 종합 소매업,15647232010.0
1320,202007,충남,기타 수상오락 서비스업,30702111.0
1321,202007,충남,기타 외국식 음식점업,2119979652.0
1322,202007,충남,기타 주점업,270649051.0
1323,202007,충남,기타음식료품위주종합소매업,14375978167.0
1324,202007,충남,내항 여객 운송업,0.0
1325,202007,충남,마사지업,53502269.0
1326,202007,충남,면세점,0.0
1327,202007,충남,버스 운송업,1694820.0
1328,202007,충남,비알콜 음료점업,2215606634.0
1329,202007,충남,빵 및 과자류 소매업,3403565744.0
1330,202007,충남,서양식 음식점업,3940984955.0
1331,202007,충남,수산물 소매업,1643490858.0
1332,202007,충남,슈퍼마켓,41736975035.0
1333,202007,충남,스포츠 및 레크레이션 용품 임대업,4273759881.0
1334,202007,충남,여관업,551415941.0
1335,202007,충남,여행사업,15220433.0
1336,202007,충남,욕탕업,326289468.0
1337,202007,충남,육류 소매업,4465772171.0
1338,202007,충남,일반유흥 주점업,1489029108.0
1339,202007,충남,일식 음식점업,1603880238.0
1340,202007,충남,자동차 임대업,15052837.0
1341,202007,충남,전시 및 행사 대행업,24552255.0
1342,202007,충남,정기 항공 운송업,0.0
1343,202007,충남,중식 음식점업,3998175490.0
1344,202007,충남,차량용 가스 충전업,1721653404.0
1345,202007,충남,차량용 주유소 운영업,58107815436.0
1346,202007,충남,체인화 편의점,24695675971.0
1347,202007,충남,택시 운송업,0.0
1348,202007,충남,피자 햄버거 샌드위치 및 유사 음식점업,9676323525.0
1349,202007,충남,한식 음식점업,41270226536.0
1350,202007,충남,호텔업,34376048.0
1351,202007,충남,화장품 및 방향제 소매업,1444485240.0
1352,202007,충남,휴양콘도 운영업,189855614.0
656,202004,충북,건강보조식품 소매업,229997895.0
657,202004,충북,골프장 운영업,8542786766.0
658,202004,충북,과실 및 채소 소매업,1459501778.0
659,202004,충북,관광 민예품 및 선물용품 소매업,56921629.0
660,202004,충북,그외 기타 분류안된 오락관련 서비스업,0.0
661,202004,충북,그외 기타 스포츠시설 운영업,8217184.0
662,202004,충북,그외 기타 종합 소매업,3530429419.0
663,202004,충북,기타 대형 종합 소매업,14076052546.0
664,202004,충북,기타 수상오락 서비스업,3958818.0
665,202004,충북,기타 외국식 음식점업,1461920476.0
666,202004,충북,기타 주점업,239975840.0
667,202004,충북,기타음식료품위주종합소매업,8371663081.0
668,202004,충북,내항 여객 운송업,0.0
669,202004,충북,마사지업,20053931.0
670,202004,충북,면세점,0.0
671,202004,충북,버스 운송업,0.0
672,202004,충북,비알콜 음료점업,1334067855.0
673,202004,충북,빵 및 과자류 소매업,2017119221.0
674,202004,충북,서양식 음식점업,2302204656.0
675,202004,충북,수산물 소매업,411766363.0
676,202004,충북,슈퍼마켓,22730276757.0
677,202004,충북,스포츠 및 레크레이션 용품 임대업,3478048583.0
678,202004,충북,여관업,267830484.0
679,202004,충북,여행사업,0.0
680,202004,충북,욕탕업,198869883.0
681,202004,충북,육류 소매업,5318837952.0
682,202004,충북,일반유흥 주점업,797653773.0
683,202004,충북,일식 음식점업,1206446743.0
684,202004,충북,자동차 임대업,0.0
685,202004,충북,전시 및 행사 대행업,19215301.0
686,202004,충북,정기 항공 운송업,0.0
687,202004,충북,중식 음식점업,2065239233.0
688,202004,충북,차량용 가스 충전업,1026995070.0
689,202004,충북,차량용 주유소 운영업,35109278566.0
690,202004,충북,체인화 편의점,13436231957.0
691,202004,충북,택시 운송업,2895587.0
692,202004,충북,피자 햄버거 샌드위치 및 유사 음식점업,1997487956.0
693,202004,충북,한식 음식점업,34212303239.0
694,202004,충북,호텔업,25398712.0
695,202004,충북,화장품 및 방향제 소매업,691433742.0
696,202004,충북,휴양콘도 운영업,24664785.0
1353,202007,충북,건강보조식품 소매업,140803060.0
1354,202007,충북,골프장 운영업,6911898259.0
1355,202007,충북,과실 및 채소 소매업,1311659479.0
1356,202007,충북,관광 민예품 및 선물용품 소매업,37675071.0
1357,202007,충북,그외 기타 분류안된 오락관련 서비스업,0.0
1358,202007,충북,그외 기타 스포츠시설 운영업,8518710.0
1359,202007,충북,그외 기타 종합 소매업,4132649053.0
1360,202007,충북,기타 대형 종합 소매업,15843225488.0
1361,202007,충북,기타 수상오락 서비스업,4682782.0
1362,202007,충북,기타 외국식 음식점업,1627479329.0
1363,202007,충북,기타 주점업,274989338.0
1364,202007,충북,기타음식료품위주종합소매업,7718395439.0
1365,202007,충북,내항 여객 운송업,0.0
1366,202007,충북,마사지업,20252288.0
1367,202007,충북,면세점,0.0
1368,202007,충북,버스 운송업,0.0
1369,202007,충북,비알콜 음료점업,1556113982.0
1370,202007,충북,빵 및 과자류 소매업,2059935807.0
1371,202007,충북,서양식 음식점업,2248172100.0
1372,202007,충북,수산물 소매업,253017291.0
1373,202007,충북,슈퍼마켓,24127743296.0
1374,202007,충북,스포츠 및 레크레이션 용품 임대업,2032964880.0
1375,202007,충북,여관업,250858240.0
1376,202007,충북,여행사업,0.0
1377,202007,충북,욕탕업,174591571.0
1378,202007,충북,육류 소매업,4763754926.0
1379,202007,충북,일반유흥 주점업,762268368.0
1380,202007,충북,일식 음식점업,1081919752.0
1381,202007,충북,자동차 임대업,0.0
1382,202007,충북,전시 및 행사 대행업,19640392.0
1383,202007,충북,정기 항공 운송업,0.0
1384,202007,충북,중식 음식점업,2280759613.0
1385,202007,충북,차량용 가스 충전업,1127996242.0
1386,202007,충북,차량용 주유소 운영업,43327409465.0
1387,202007,충북,체인화 편의점,13806980131.0
1388,202007,충북,택시 운송업,2809758.0
1389,202007,충북,피자 햄버거 샌드위치 및 유사 음식점업,2011688323.0
1390,202007,충북,한식 음식점업,33636277486.0
1391,202007,충북,호텔업,23360854.0
1392,202007,충북,화장품 및 방향제 소매업,645732278.0
1393,202007,충북,휴양콘도 운영업,64544656.0
533,202004,전북,건강보조식품 소매업,371048218.0
534,202004,전북,골프장 운영업,3377251069.0
535,202004,전북,과실 및 채소 소매업,3460032815.0
536,202004,전북,관광 민예품 및 선물용품 소매업,37028033.0
537,202004,전북,그외 기타 분류안된 오락관련 서비스업,0.0
538,202004,전북,그외 기타 스포츠시설 운영업,6577458.0
539,202004,전북,그외 기타 종합 소매업,1549581290.0
540,202004,전북,기타 대형 종합 소매업,17414818274.0
541,202004,전북,기타 수상오락 서비스업,0.0
542,202004,전북,기타 외국식 음식점업,2528149729.0
543,202004,전북,기타 주점업,517445897.0
544,202004,전북,기타음식료품위주종합소매업,8132520362.0
545,202004,전북,내항 여객 운송업,0.0
546,202004,전북,마사지업,51552468.0
547,202004,전북,면세점,0.0
548,202004,전북,버스 운송업,21487690.0
549,202004,전북,비알콜 음료점업,2780054161.0
550,202004,전북,빵 및 과자류 소매업,3118331744.0
551,202004,전북,서양식 음식점업,4151160797.0
552,202004,전북,수산물 소매업,2311586186.0
553,202004,전북,슈퍼마켓,38937448481.0
554,202004,전북,스포츠 및 레크레이션 용품 임대업,6399000996.0
555,202004,전북,여관업,499799729.0
556,202004,전북,여행사업,18030498.0
557,202004,전북,욕탕업,520136052.0
558,202004,전북,육류 소매업,5899954185.0
559,202004,전북,일반유흥 주점업,1105844075.0
560,202004,전북,일식 음식점업,1883258718.0
561,202004,전북,자동차 임대업,27542933.0
562,202004,전북,전시 및 행사 대행업,39252929.0
563,202004,전북,정기 항공 운송업,502392913.0
564,202004,전북,중식 음식점업,3690698062.0
565,202004,전북,차량용 가스 충전업,1686806235.0
566,202004,전북,차량용 주유소 운영업,51827931664.0
567,202004,전북,체인화 편의점,13812446946.0
568,202004,전북,택시 운송업,2353093.0
569,202004,전북,피자 햄버거 샌드위치 및 유사 음식점업,2315750434.0
570,202004,전북,한식 음식점업,50419800015.0
571,202004,전북,호텔업,24892403.0
572,202004,전북,화장품 및 방향제 소매업,1408090661.0
573,202004,전북,휴양콘도 운영업,75367905.0
1230,202007,전북,건강보조식품 소매업,281699517.0
1231,202007,전북,골프장 운영업,3412059952.0
1232,202007,전북,과실 및 채소 소매업,2669706205.0
1233,202007,전북,관광 민예품 및 선물용품 소매업,28258192.0
1234,202007,전북,그외 기타 분류안된 오락관련 서비스업,0.0
1235,202007,전북,그외 기타 스포츠시설 운영업,7899888.0
1236,202007,전북,그외 기타 종합 소매업,1369395401.0
1237,202007,전북,기타 대형 종합 소매업,17512101401.0
1238,202007,전북,기타 수상오락 서비스업,0.0
1239,202007,전북,기타 외국식 음식점업,2204460168.0
1240,202007,전북,기타 주점업,511000486.0
1241,202007,전북,기타음식료품위주종합소매업,7674767478.0
1242,202007,전북,내항 여객 운송업,0.0
1243,202007,전북,마사지업,53519546.0
1244,202007,전북,면세점,0.0
1245,202007,전북,버스 운송업,27836675.0
1246,202007,전북,비알콜 음료점업,3195043499.0
1247,202007,전북,빵 및 과자류 소매업,2390830984.0
1248,202007,전북,서양식 음식점업,3882043706.0
1249,202007,전북,수산물 소매업,1336262262.0
1250,202007,전북,슈퍼마켓,43961707214.0
1251,202007,전북,스포츠 및 레크레이션 용품 임대업,4963841271.0
1252,202007,전북,여관업,529149603.0
1253,202007,전북,여행사업,41380412.0
1254,202007,전북,욕탕업,395768975.0
1255,202007,전북,육류 소매업,5107388017.0
1256,202007,전북,일반유흥 주점업,1205145415.0
1257,202007,전북,일식 음식점업,1468307866.0
1258,202007,전북,자동차 임대업,18787039.0
1259,202007,전북,전시 및 행사 대행업,33446229.0
1260,202007,전북,정기 항공 운송업,675108622.0
1261,202007,전북,중식 음식점업,2977140922.0
1262,202007,전북,차량용 가스 충전업,1946900072.0
1263,202007,전북,차량용 주유소 운영업,57479853774.0
1264,202007,전북,체인화 편의점,16803311679.0
1265,202007,전북,택시 운송업,2569665.0
1266,202007,전북,피자 햄버거 샌드위치 및 유사 음식점업,2290800837.0
1267,202007,전북,한식 음식점업,47944419553.0
1268,202007,전북,호텔업,26604120.0
1269,202007,전북,화장품 및 방향제 소매업,1299750931.0
1270,202007,전북,휴양콘도 운영업,175243418.0
492,202004,전남,건강보조식품 소매업,223725426.0
493,202004,전남,골프장 운영업,7488348040.0
494,202004,전남,과실 및 채소 소매업,4186783520.0
495,202004,전남,관광 민예품 및 선물용품 소매업,27322967.0
496,202004,전남,그외 기타 분류안된 오락관련 서비스업,0.0
497,202004,전남,그외 기타 스포츠시설 운영업,12703930.0
498,202004,전남,그외 기타 종합 소매업,4353111692.0
499,202004,전남,기타 대형 종합 소매업,15980743175.0
500,202004,전남,기타 수상오락 서비스업,0.0
501,202004,전남,기타 외국식 음식점업,929309172.0
502,202004,전남,기타 주점업,963126694.0
503,202004,전남,기타음식료품위주종합소매업,19454828955.0
504,202004,전남,내항 여객 운송업,35790337.0
505,202004,전남,마사지업,134864529.0
506,202004,전남,면세점,0.0
507,202004,전남,버스 운송업,5401092.0
508,202004,전남,비알콜 음료점업,2098134693.0
509,202004,전남,빵 및 과자류 소매업,2636292692.0
510,202004,전남,서양식 음식점업,3568172410.0
511,202004,전남,수산물 소매업,1675697789.0
512,202004,전남,슈퍼마켓,31105718476.0
513,202004,전남,스포츠 및 레크레이션 용품 임대업,4746796117.0
514,202004,전남,여관업,582174546.0
515,202004,전남,여행사업,11533162.0
516,202004,전남,욕탕업,296891419.0
517,202004,전남,육류 소매업,5406268797.0
518,202004,전남,일반유흥 주점업,2211101412.0
519,202004,전남,일식 음식점업,1463239329.0
520,202004,전남,자동차 임대업,16052281.0
521,202004,전남,전시 및 행사 대행업,172762201.0
522,202004,전남,정기 항공 운송업,0.0
523,202004,전남,중식 음식점업,2277893165.0
524,202004,전남,차량용 가스 충전업,1476360571.0
525,202004,전남,차량용 주유소 운영업,44601677747.0
526,202004,전남,체인화 편의점,12608681221.0
527,202004,전남,택시 운송업,0.0
528,202004,전남,피자 햄버거 샌드위치 및 유사 음식점업,2077348902.0
529,202004,전남,한식 음식점업,43889822106.0
530,202004,전남,호텔업,42151573.0
531,202004,전남,화장품 및 방향제 소매업,832948272.0
532,202004,전남,휴양콘도 운영업,301902092.0
1189,202007,전남,건강보조식품 소매업,213137791.0
1190,202007,전남,골프장 운영업,5568638408.0
1191,202007,전남,과실 및 채소 소매업,4013562280.0
1192,202007,전남,관광 민예품 및 선물용품 소매업,27710582.0
1193,202007,전남,그외 기타 분류안된 오락관련 서비스업,0.0
1194,202007,전남,그외 기타 스포츠시설 운영업,15277594.0
1195,202007,전남,그외 기타 종합 소매업,5667837871.0
1196,202007,전남,기타 대형 종합 소매업,19453569107.0
1197,202007,전남,기타 수상오락 서비스업,0.0
1198,202007,전남,기타 외국식 음식점업,929236134.0
1199,202007,전남,기타 주점업,1255776330.0
1200,202007,전남,기타음식료품위주종합소매업,21132353753.0
1201,202007,전남,내항 여객 운송업,27489360.0
1202,202007,전남,마사지업,139619889.0
1203,202007,전남,면세점,0.0
1204,202007,전남,버스 운송업,7827609.0
1205,202007,전남,비알콜 음료점업,3045914197.0
1206,202007,전남,빵 및 과자류 소매업,2573889155.0
1207,202007,전남,서양식 음식점업,3892152723.0
1208,202007,전남,수산물 소매업,1467883126.0
1209,202007,전남,슈퍼마켓,31710662990.0
1210,202007,전남,스포츠 및 레크레이션 용품 임대업,3985806841.0
1211,202007,전남,여관업,932870043.0
1212,202007,전남,여행사업,9748152.0
1213,202007,전남,욕탕업,262502041.0
1214,202007,전남,육류 소매업,4688503577.0
1215,202007,전남,일반유흥 주점업,2876762122.0
1216,202007,전남,일식 음식점업,1718430210.0
1217,202007,전남,자동차 임대업,17494247.0
1218,202007,전남,전시 및 행사 대행업,261130106.0
1219,202007,전남,정기 항공 운송업,0.0
1220,202007,전남,중식 음식점업,2524284969.0
1221,202007,전남,차량용 가스 충전업,1322670386.0
1222,202007,전남,차량용 주유소 운영업,46063091064.0
1223,202007,전남,체인화 편의점,16182414757.0
1224,202007,전남,택시 운송업,0.0
1225,202007,전남,피자 햄버거 샌드위치 및 유사 음식점업,2362513189.0
1226,202007,전남,한식 음식점업,54883324863.0
1227,202007,전남,호텔업,52007856.0
1228,202007,전남,화장품 및 방향제 소매업,1036750952.0
1229,202007,전남,휴양콘도 운영업,645839900.0
205,202004,대구,건강보조식품 소매업,445848596.0
206,202004,대구,골프장 운영업,429975576.0
207,202004,대구,과실 및 채소 소매업,5513171777.0
208,202004,대구,관광 민예품 및 선물용품 소매업,31016583.0
209,202004,대구,그외 기타 분류안된 오락관련 서비스업,0.0
210,202004,대구,그외 기타 스포츠시설 운영업,8352483.0
211,202004,대구,그외 기타 종합 소매업,2620288842.0
212,202004,대구,기타 대형 종합 소매업,26600141576.0
213,202004,대구,기타 수상오락 서비스업,10092384.0
214,202004,대구,기타 외국식 음식점업,1303894954.0
215,202004,대구,기타 주점업,275408343.0
216,202004,대구,기타음식료품위주종합소매업,3681649009.0
217,202004,대구,내항 여객 운송업,0.0
218,202004,대구,마사지업,20269890.0
219,202004,대구,면세점,0.0
220,202004,대구,버스 운송업,0.0
221,202004,대구,비알콜 음료점업,4059257527.0
222,202004,대구,빵 및 과자류 소매업,4023121388.0
223,202004,대구,서양식 음식점업,5256227494.0
224,202004,대구,수산물 소매업,2257779252.0
225,202004,대구,슈퍼마켓,73299572174.0
226,202004,대구,스포츠 및 레크레이션 용품 임대업,4290258291.0
227,202004,대구,여관업,346221236.0
228,202004,대구,여행사업,0.0
229,202004,대구,욕탕업,184832219.0
230,202004,대구,육류 소매업,14245716876.0
231,202004,대구,일반유흥 주점업,398945197.0
232,202004,대구,일식 음식점업,2138927930.0
233,202004,대구,자동차 임대업,10123008.0
234,202004,대구,전시 및 행사 대행업,27844334.0
235,202004,대구,정기 항공 운송업,0.0
236,202004,대구,중식 음식점업,3099377777.0
237,202004,대구,차량용 가스 충전업,1375161311.0
238,202004,대구,차량용 주유소 운영업,32254565855.0
239,202004,대구,체인화 편의점,21208357544.0
240,202004,대구,택시 운송업,5522239543.0
241,202004,대구,피자 햄버거 샌드위치 및 유사 음식점업,4359447534.0
242,202004,대구,한식 음식점업,53749393493.0
243,202004,대구,호텔업,98792844.0
244,202004,대구,화장품 및 방향제 소매업,1916597881.0
245,202004,대구,휴양콘도 운영업,0.0
902,202007,대구,건강보조식품 소매업,432812034.0
903,202007,대구,골프장 운영업,326494419.0
904,202007,대구,과실 및 채소 소매업,4326554595.0
905,202007,대구,관광 민예품 및 선물용품 소매업,17355480.0
906,202007,대구,그외 기타 분류안된 오락관련 서비스업,0.0
907,202007,대구,그외 기타 스포츠시설 운영업,7264830.0
908,202007,대구,그외 기타 종합 소매업,2389611473.0
909,202007,대구,기타 대형 종합 소매업,27647634439.0
910,202007,대구,기타 수상오락 서비스업,8591046.0
911,202007,대구,기타 외국식 음식점업,1617528031.0
912,202007,대구,기타 주점업,380368417.0
913,202007,대구,기타음식료품위주종합소매업,4178656420.0
914,202007,대구,내항 여객 운송업,0.0
915,202007,대구,마사지업,22888985.0
916,202007,대구,면세점,0.0
917,202007,대구,버스 운송업,0.0
918,202007,대구,비알콜 음료점업,4764058934.0
919,202007,대구,빵 및 과자류 소매업,3617655584.0
920,202007,대구,서양식 음식점업,6476437502.0
921,202007,대구,수산물 소매업,1874801888.0
922,202007,대구,슈퍼마켓,83221557197.0
923,202007,대구,스포츠 및 레크레이션 용품 임대업,3852050351.0
924,202007,대구,여관업,393435513.0
925,202007,대구,여행사업,0.0
926,202007,대구,욕탕업,233574391.0
927,202007,대구,육류 소매업,16733044668.0
928,202007,대구,일반유흥 주점업,627213417.0
929,202007,대구,일식 음식점업,2772588231.0
930,202007,대구,자동차 임대업,14975463.0
931,202007,대구,전시 및 행사 대행업,48498417.0
932,202007,대구,정기 항공 운송업,0.0
933,202007,대구,중식 음식점업,3634865772.0
934,202007,대구,차량용 가스 충전업,1867857570.0
935,202007,대구,차량용 주유소 운영업,45296708548.0
936,202007,대구,체인화 편의점,29376799039.0
937,202007,대구,택시 운송업,7253112885.0
938,202007,대구,피자 햄버거 샌드위치 및 유사 음식점업,5957515011.0
939,202007,대구,한식 음식점업,84784244183.0
940,202007,대구,호텔업,164105174.0
941,202007,대구,화장품 및 방향제 소매업,2645109990.0
942,202007,대구,휴양콘도 운영업,0.0
246,202004,대전,건강보조식품 소매업,204247863.0
247,202004,대전,골프장 운영업,625253802.0
248,202004,대전,과실 및 채소 소매업,2163874137.0
249,202004,대전,관광 민예품 및 선물용품 소매업,44978993.0
250,202004,대전,그외 기타 분류안된 오락관련 서비스업,0.0
251,202004,대전,그외 기타 스포츠시설 운영업,7382593.0
252,202004,대전,그외 기타 종합 소매업,1784217396.0
253,202004,대전,기타 대형 종합 소매업,13245588496.0
254,202004,대전,기타 수상오락 서비스업,422810979.0
255,202004,대전,기타 외국식 음식점업,1302196990.0
256,202004,대전,기타 주점업,147089528.0
257,202004,대전,기타음식료품위주종합소매업,2436058947.0
258,202004,대전,내항 여객 운송업,0.0
259,202004,대전,마사지업,40923322.0
260,202004,대전,면세점,0.0
261,202004,대전,버스 운송업,0.0
262,202004,대전,비알콜 음료점업,1444663713.0
263,202004,대전,빵 및 과자류 소매업,2444373530.0
264,202004,대전,서양식 음식점업,2773448092.0
265,202004,대전,수산물 소매업,1669457316.0
266,202004,대전,슈퍼마켓,16078325653.0
267,202004,대전,스포츠 및 레크레이션 용품 임대업,1969937821.0
268,202004,대전,여관업,319761800.0
269,202004,대전,여행사업,0.0
270,202004,대전,욕탕업,212644057.0
271,202004,대전,육류 소매업,3810121431.0
272,202004,대전,일반유흥 주점업,143478176.0
273,202004,대전,일식 음식점업,925438815.0
274,202004,대전,자동차 임대업,13020520.0
275,202004,대전,전시 및 행사 대행업,7636085.0
276,202004,대전,정기 항공 운송업,0.0
277,202004,대전,중식 음식점업,1988855259.0
278,202004,대전,차량용 가스 충전업,612333580.0
279,202004,대전,차량용 주유소 운영업,15023463456.0
280,202004,대전,체인화 편의점,9675832799.0
281,202004,대전,택시 운송업,0.0
282,202004,대전,피자 햄버거 샌드위치 및 유사 음식점업,1866878006.0
283,202004,대전,한식 음식점업,26432782540.0
284,202004,대전,호텔업,54908965.0
285,202004,대전,화장품 및 방향제 소매업,659388269.0
286,202004,대전,휴양콘도 운영업,0.0
943,202007,대전,건강보조식품 소매업,198598457.0
944,202007,대전,골프장 운영업,425135474.0
945,202007,대전,과실 및 채소 소매업,1787035188.0
946,202007,대전,관광 민예품 및 선물용품 소매업,48369605.0
947,202007,대전,그외 기타 분류안된 오락관련 서비스업,0.0
948,202007,대전,그외 기타 스포츠시설 운영업,7434221.0
949,202007,대전,그외 기타 종합 소매업,1385088256.0
950,202007,대전,기타 대형 종합 소매업,12825823139.0
951,202007,대전,기타 수상오락 서비스업,445939044.0
952,202007,대전,기타 외국식 음식점업,1171998091.0
953,202007,대전,기타 주점업,164564441.0
954,202007,대전,기타음식료품위주종합소매업,2515206335.0
955,202007,대전,내항 여객 운송업,0.0
956,202007,대전,마사지업,48434386.0
957,202007,대전,면세점,0.0
958,202007,대전,버스 운송업,0.0
959,202007,대전,비알콜 음료점업,1715308349.0
960,202007,대전,빵 및 과자류 소매업,2159698895.0
961,202007,대전,서양식 음식점업,2503291524.0
962,202007,대전,수산물 소매업,936674608.0
963,202007,대전,슈퍼마켓,14937448423.0
964,202007,대전,스포츠 및 레크레이션 용품 임대업,923425181.0
965,202007,대전,여관업,348426149.0
966,202007,대전,여행사업,0.0
967,202007,대전,욕탕업,180097362.0
968,202007,대전,육류 소매업,3051497009.0
969,202007,대전,일반유흥 주점업,148289669.0
970,202007,대전,일식 음식점업,957156093.0
971,202007,대전,자동차 임대업,16088747.0
972,202007,대전,전시 및 행사 대행업,13183590.0
973,202007,대전,정기 항공 운송업,0.0
974,202007,대전,중식 음식점업,1802413819.0
975,202007,대전,차량용 가스 충전업,594842710.0
976,202007,대전,차량용 주유소 운영업,14028068534.0
977,202007,대전,체인화 편의점,9751841424.0
978,202007,대전,택시 운송업,0.0
979,202007,대전,피자 햄버거 샌드위치 및 유사 음식점업,1794769253.0
980,202007,대전,한식 음식점업,25825355092.0
981,202007,대전,호텔업,49145379.0
982,202007,대전,화장품 및 방향제 소매업,505004546.0
983,202007,대전,휴양콘도 운영업,0.0
574,202004,제주,건강보조식품 소매업,193606482.0
575,202004,제주,골프장 운영업,2864535798.0
576,202004,제주,과실 및 채소 소매업,1025252799.0
577,202004,제주,관광 민예품 및 선물용품 소매업,97007084.0
578,202004,제주,그외 기타 분류안된 오락관련 서비스업,5428277.0
579,202004,제주,그외 기타 스포츠시설 운영업,0.0
580,202004,제주,그외 기타 종합 소매업,4763579298.0
581,202004,제주,기타 대형 종합 소매업,8399076752.0
582,202004,제주,기타 수상오락 서비스업,6591666.0
583,202004,제주,기타 외국식 음식점업,632529823.0
584,202004,제주,기타 주점업,1318308837.0
585,202004,제주,기타음식료품위주종합소매업,6995128707.0
586,202004,제주,내항 여객 운송업,104463360.0
587,202004,제주,마사지업,12564778.0
588,202004,제주,면세점,5438333916.0
589,202004,제주,버스 운송업,0.0
590,202004,제주,비알콜 음료점업,1164628116.0
591,202004,제주,빵 및 과자류 소매업,1579023649.0
592,202004,제주,서양식 음식점업,2265033774.0
593,202004,제주,수산물 소매업,846445401.0
594,202004,제주,슈퍼마켓,18633755807.0
595,202004,제주,스포츠 및 레크레이션 용품 임대업,3656555714.0
596,202004,제주,여관업,335417659.0
597,202004,제주,여행사업,13730626.0
598,202004,제주,욕탕업,282178077.0
599,202004,제주,육류 소매업,2041806371.0
600,202004,제주,일반유흥 주점업,2964426947.0
601,202004,제주,일식 음식점업,1401595951.0
602,202004,제주,자동차 임대업,285092489.0
603,202004,제주,전시 및 행사 대행업,108586039.0
604,202004,제주,정기 항공 운송업,513471345.0
605,202004,제주,중식 음식점업,1257705678.0
606,202004,제주,차량용 가스 충전업,788789533.0
607,202004,제주,차량용 주유소 운영업,13085490561.0
608,202004,제주,체인화 편의점,9979678809.0
609,202004,제주,택시 운송업,1138093.0
610,202004,제주,피자 햄버거 샌드위치 및 유사 음식점업,1213635296.0
611,202004,제주,한식 음식점업,24810813730.0
612,202004,제주,호텔업,542691714.0
613,202004,제주,화장품 및 방향제 소매업,902563490.0
614,202004,제주,휴양콘도 운영업,104836311.0
1271,202007,제주,건강보조식품 소매업,129002279.0
1272,202007,제주,골프장 운영업,2051498985.0
